NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE16385_MONOCYTE_VS_MACROPHAGE_DN	GSE16385_MONOCYTE_VS_MACROPHAGE_DN		200	-0.40378395	-1.2680833	0.17604356	0.13476561	0.497	11461	tags=41%, list=27%, signal=55%	
GSE2935_UV_INACTIVATED_VS_LIVE_SENDAI_VIRUS_INF_MACROPHAGE_UP	GSE2935_UV_INACTIVATED_VS_LIVE_SENDAI_VIRUS_INF_MACROPHAGE_UP		171	-0.40711713	-1.26808	0.21052632	0.13473472	0.497	16427	tags=52%, list=39%, signal=85%	
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_48H_UP	GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_48H_UP		199	-0.3946181	-1.2679995	0.18248175	0.13476768	0.497	15759	tags=51%, list=37%, signal=80%	
GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_LPS_STIM_DN	GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_LPS_STIM_DN		200	-0.39318785	-1.2679936	0.18511796	0.13473815	0.497	13044	tags=43%, list=31%, signal=61%	
GSE20152_HTNFA_OVERXPRESS_ANKLE_VS_CTRL_SPHK1_KO_ANKLE_DN	GSE20152_HTNFA_OVERXPRESS_ANKLE_VS_CTRL_SPHK1_KO_ANKLE_DN		198	-0.39360765	-1.2679392	0.17028986	0.13475241	0.497	9349	tags=32%, list=22%, signal=41%	
GSE43863_DAY6_EFF_VS_DAY150_MEM_TH1_CD4_TCELL_UP	GSE43863_DAY6_EFF_VS_DAY150_MEM_TH1_CD4_TCELL_UP		200	-0.40187043	-1.2678725	0.18014705	0.13477418	0.497	14579	tags=48%, list=34%, signal=73%	
GSE19923_E2A_KO_VS_E2A_AND_HEB_KO_DP_THYMOCYTE_DN	GSE19923_E2A_KO_VS_E2A_AND_HEB_KO_DP_THYMOCYTE_DN		200	-0.4022456	-1.2678512	0.16157989	0.13475473	0.497	16094	tags=53%, list=38%, signal=85%	
GSE3203_INFLUENZA_INF_VS_IFNB_TREATED_LN_BCELL_DN	GSE3203_INFLUENZA_INF_VS_IFNB_TREATED_LN_BCELL_DN		200	-0.40076852	-1.267843	0.18693285	0.13472687	0.497	12552	tags=40%, list=30%, signal=57%	
GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP	GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP		200	-0.38675523	-1.2677323	0.1764706	0.13478819	0.497	10355	tags=35%, list=24%, signal=46%	
GSE23505_IL6_IL1_VS_IL6_IL1_IL23_TREATED_CD4_TCELL_DN	GSE23505_IL6_IL1_VS_IL6_IL1_IL23_TREATED_CD4_TCELL_DN		200	-0.40150008	-1.267684	0.1996337	0.13479313	0.497	15511	tags=50%, list=37%, signal=78%	
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_3H_UP	GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_3H_UP		190	-0.39704454	-1.2676283	0.17985612	0.13480622	0.497	16630	tags=53%, list=39%, signal=86%	
KRAS.DF.V1_UP	KRAS.DF.V1_UP		191	-0.39214653	-1.2676272	0.16363636	0.13477404	0.497	16117	tags=51%, list=38%, signal=82%	
GSE32423_CTRL_VS_IL4_MEMORY_CD8_TCELL_UP	GSE32423_CTRL_VS_IL4_MEMORY_CD8_TCELL_UP		200	-0.39955118	-1.2676015	0.17857143	0.13475814	0.497	18132	tags=60%, list=43%, signal=104%	
GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_DN	GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_DN		199	-0.38577065	-1.2675685	0.18499127	0.13475256	0.497	15350	tags=46%, list=36%, signal=72%	
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_12H_UP	GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_12H_UP		198	-0.3998546	-1.2675047	0.2084095	0.13477863	0.497	15574	tags=51%, list=37%, signal=79%	
GSE19941_UNSTIM_VS_LPS_STIM_IL10_KO_MACROPHAGE_DN	GSE19941_UNSTIM_VS_LPS_STIM_IL10_KO_MACROPHAGE_DN		200	-0.40200973	-1.267487	0.17614679	0.13475704	0.497	14650	tags=48%, list=35%, signal=73%	
GSE19888_CTRL_VS_TCELL_MEMBRANES_ACT_MAST_CELL_PRETREAT_A3R_INH_DN	GSE19888_CTRL_VS_TCELL_MEMBRANES_ACT_MAST_CELL_PRETREAT_A3R_INH_DN		200	-0.38580537	-1.2674754	0.1651865	0.13473439	0.497	16428	tags=52%, list=39%, signal=84%	
EGFR_UP.V1_DN	EGFR_UP.V1_DN		196	-0.39690015	-1.2672849	0.15232974	0.13483737	0.497	16005	tags=49%, list=38%, signal=79%	
GSE12484_HEALTHY_VS_PERIDONTITIS_NEUTROPHILS_UP	GSE12484_HEALTHY_VS_PERIDONTITIS_NEUTROPHILS_UP		139	-0.4040815	-1.2671335	0.16883117	0.13491745	0.497	13154	tags=44%, list=31%, signal=63%	
GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY7_DN	GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY7_DN		200	-0.3919157	-1.2671022	0.16123189	0.13490914	0.497	14919	tags=49%, list=35%, signal=75%	
GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_DN	GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_DN		200	-0.3863527	-1.2670028	0.15162455	0.13495322	0.497	14849	tags=49%, list=35%, signal=75%	
ATF2_S_UP.V1_DN	ATF2_S_UP.V1_DN		187	-0.40232608	-1.2668767	0.19259259	0.1350192	0.497	18115	tags=60%, list=43%, signal=104%	
GSE2706_2H_VS_8H_R848_AND_LPS_STIM_DC_DN	GSE2706_2H_VS_8H_R848_AND_LPS_STIM_DC_DN		197	-0.3884651	-1.2668568	0.17900172	0.13500412	0.497	13298	tags=43%, list=31%, signal=63%	
GSE26488_CTRL_VS_PEPTIDE_INJECTION_HDAC7_DELTAP_TG_OT2_THYMOCYTE_UP	GSE26488_CTRL_VS_PEPTIDE_INJECTION_HDAC7_DELTAP_TG_OT2_THYMOCYTE_UP		200	-0.39408016	-1.2667644	0.14620939	0.135049	0.497	12058	tags=43%, list=28%, signal=60%	
GSE24574_BCL6_HIGH_TFH_VS_TFH_CD4_TCELL_DN	GSE24574_BCL6_HIGH_TFH_VS_TFH_CD4_TCELL_DN		200	-0.39059782	-1.2666956	0.20366973	0.1350695	0.497	15647	tags=48%, list=37%, signal=76%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		158	-0.39590597	-1.2665126	0.17290552	0.13518398	0.497	14650	tags=51%, list=35%, signal=77%	
GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_IRF4_KO_BCELL_DN	GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_IRF4_KO_BCELL_DN		200	-0.40102684	-1.2664561	0.16129032	0.13519827	0.497	12122	tags=42%, list=29%, signal=58%	
GSE1432_1H_VS_24H_IFNG_MICROGLIA_DN	GSE1432_1H_VS_24H_IFNG_MICROGLIA_DN		200	-0.3878195	-1.2664515	0.16725352	0.13516991	0.497	14651	tags=47%, list=35%, signal=71%	
GSE14000_UNSTIM_VS_4H_LPS_DC_UP	GSE14000_UNSTIM_VS_4H_LPS_DC_UP		197	-0.4040184	-1.2662195	0.18147448	0.13531932	0.497	15770	tags=51%, list=37%, signal=81%	
GSE17721_POLYIC_VS_CPG_4H_BMDC_DN	GSE17721_POLYIC_VS_CPG_4H_BMDC_DN		200	-0.39543462	-1.2661818	0.17032968	0.13531281	0.497	12966	tags=41%, list=31%, signal=59%	
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP	GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP		154	-0.39828062	-1.2660657	0.16425993	0.13537432	0.497	13365	tags=43%, list=32%, signal=62%	
GSE13411_NAIVE_VS_IGM_MEMORY_BCELL_UP	GSE13411_NAIVE_VS_IGM_MEMORY_BCELL_UP		196	-0.3946746	-1.2660475	0.17204301	0.13535349	0.497	8632	tags=32%, list=20%, signal=40%	
GSE12003_MIR223_KO_VS_WT_BM_PROGENITOR_8D_CULTURE_UP	GSE12003_MIR223_KO_VS_WT_BM_PROGENITOR_8D_CULTURE_UP		125	-0.40173033	-1.2660419	0.17266187	0.13532405	0.497	14169	tags=49%, list=33%, signal=73%	
GSE19772_HCMV_INFL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_UP	GSE19772_HCMV_INFL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_UP		200	-0.40264013	-1.26591	0.1941392	0.13538145	0.497	13384	tags=44%, list=32%, signal=63%	
GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_UP	GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_UP		199	-0.39807147	-1.2656927	0.2188065	0.13552095	0.497	13555	tags=42%, list=32%, signal=61%	
GSE40274_CTRL_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	GSE40274_CTRL_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN		163	-0.40737966	-1.2656057	0.19512194	0.13555858	0.497	9764	tags=34%, list=23%, signal=44%	
GSE17721_LPS_VS_GARDIQUIMOD_8H_BMDC_DN	GSE17721_LPS_VS_GARDIQUIMOD_8H_BMDC_DN		200	-0.3927842	-1.2655878	0.1594203	0.13554119	0.497	10024	tags=36%, list=24%, signal=46%	
GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_STAT3_KO_CD4_TCELL_DN		200	-0.4042543	-1.2655462	0.17582418	0.13554679	0.497	14184	tags=45%, list=33%, signal=67%	
GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL6_KO_MACROPHAGE_45MIN_DN	GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL6_KO_MACROPHAGE_45MIN_DN		200	-0.39113137	-1.2655005	0.16402116	0.13555041	0.497	13044	tags=40%, list=31%, signal=58%	
GSE17721_PAM3CSK4_VS_CPG_16H_BMDC_DN	GSE17721_PAM3CSK4_VS_CPG_16H_BMDC_DN		199	-0.39365765	-1.2654682	0.18864469	0.13554299	0.497	10762	tags=35%, list=25%, signal=47%	
GSE21927_GMCSF_IL6_VS_GMCSF_GCSF_TREATED_BONE_MARROW_UP	GSE21927_GMCSF_IL6_VS_GMCSF_GCSF_TREATED_BONE_MARROW_UP		186	-0.4003888	-1.2654608	0.15061297	0.13551381	0.497	14964	tags=49%, list=35%, signal=75%	
GSE22611_UNSTIM_VS_6H_MDP_STIM_MUTANT_NOD2_TRANSDUCED_HEK293T_CELL_DN	GSE22611_UNSTIM_VS_6H_MDP_STIM_MUTANT_NOD2_TRANSDUCED_HEK293T_CELL_DN		196	-0.39207822	-1.2654517	0.18148148	0.13548629	0.497	10036	tags=36%, list=24%, signal=47%	
KRAS.LUNG.BREAST_UP.V1_UP	KRAS.LUNG.BREAST_UP.V1_UP		141	-0.3923122	-1.2653847	0.16036037	0.13550317	0.497	15627	tags=52%, list=37%, signal=82%	
GSE40274_FOXP3_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_FOXP3_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		200	-0.3988253	-1.2652506	0.19133574	0.13556953	0.497	12047	tags=39%, list=28%, signal=54%	
GSE22886_NAIVE_TCELL_VS_NKCELL_DN	GSE22886_NAIVE_TCELL_VS_NKCELL_DN		197	-0.4003104	-1.2650503	0.1978022	0.13569474	0.497	12540	tags=41%, list=30%, signal=58%	
GSE3982_DC_VS_NEUTROPHIL_DN	GSE3982_DC_VS_NEUTROPHIL_DN		197	-0.40360656	-1.2649795	0.18198875	0.13571958	0.497	16463	tags=55%, list=39%, signal=90%	
GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN	GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN		199	-0.40522525	-1.2649322	0.19182949	0.13573551	0.498	11938	tags=41%, list=28%, signal=57%	
GSE28237_EARLY_VS_LATE_GC_BCELL_UP	GSE28237_EARLY_VS_LATE_GC_BCELL_UP		200	-0.39573258	-1.2647891	0.17668489	0.13582568	0.498	15744	tags=49%, list=37%, signal=77%	
GSE12003_4D_VS_8D_CULTURE_MIR223_KO_BM_PROGENITOR_UP	GSE12003_4D_VS_8D_CULTURE_MIR223_KO_BM_PROGENITOR_UP		152	-0.4038364	-1.2647663	0.18819188	0.13581555	0.498	16214	tags=54%, list=38%, signal=87%	
GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_DN	GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_DN		199	-0.39756346	-1.2646743	0.18003565	0.13585754	0.498	13050	tags=42%, list=31%, signal=60%	
GSE22886_CD8_TCELL_VS_BCELL_NAIVE_DN	GSE22886_CD8_TCELL_VS_BCELL_NAIVE_DN		198	-0.38551414	-1.2646229	0.1730419	0.13586408	0.498	15008	tags=46%, list=35%, signal=72%	
GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN	GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN		199	-0.39658967	-1.2644888	0.1865942	0.13593352	0.499	14306	tags=49%, list=34%, signal=73%	
GSE15930_STIM_VS_STIM_AND_IL12_48H_CD8_T_CELL_DN	GSE15930_STIM_VS_STIM_AND_IL12_48H_CD8_T_CELL_DN		200	-0.39344782	-1.2644796	0.17753623	0.13590755	0.499	14927	tags=48%, list=35%, signal=74%	
GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_DN	GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_DN		200	-0.4002051	-1.2644731	0.15855856	0.1358781	0.499	14595	tags=49%, list=34%, signal=74%	
GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_IKAROS_KO_UP	GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_IKAROS_KO_UP		198	-0.39451486	-1.2644714	0.18181819	0.13584708	0.499	15485	tags=51%, list=37%, signal=79%	
GSE12003_MIR223_KO_VS_WT_BM_PROGENITOR_4D_CULTURE_DN	GSE12003_MIR223_KO_VS_WT_BM_PROGENITOR_4D_CULTURE_DN		200	-0.40462932	-1.2643617	0.17311233	0.13590077	0.5	13670	tags=48%, list=32%, signal=70%	
GSE42724_MEMORY_BCELL_VS_PLASMABLAST_UP	GSE42724_MEMORY_BCELL_VS_PLASMABLAST_UP		199	-0.4004598	-1.2642704	0.17439704	0.13594057	0.5	15455	tags=51%, list=36%, signal=80%	
GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_UP	GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_UP		200	-0.3937588	-1.2641999	0.17877094	0.13596095	0.5	12398	tags=39%, list=29%, signal=54%	
GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_C57BL6_DN	GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_C57BL6_DN		176	-0.3892215	-1.2641785	0.16396396	0.13594785	0.5	12712	tags=40%, list=30%, signal=57%	
GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_2H_DN	GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_2H_DN		199	-0.3944214	-1.264057	0.1861702	0.13601267	0.501	14896	tags=46%, list=35%, signal=71%	
GSE40277_GATA1_AND_SATB1_TRANSDUCED_VS_CTRL_CD4_TCELL_UP	GSE40277_GATA1_AND_SATB1_TRANSDUCED_VS_CTRL_CD4_TCELL_UP		200	-0.3974239	-1.264013	0.17679559	0.13600847	0.501	14661	tags=43%, list=35%, signal=65%	
GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_UP	GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_UP		200	-0.4034477	-1.2640066	0.19109462	0.13598122	0.501	16115	tags=52%, list=38%, signal=84%	
GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_UP	GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_UP		199	-0.40908748	-1.2639675	0.1928839	0.13597429	0.501	16504	tags=55%, list=39%, signal=89%	
GSE40274_CTRL_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_CTRL_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		167	-0.39967856	-1.263802	0.18532111	0.13606851	0.501	13152	tags=40%, list=31%, signal=58%	
GSE29615_CTRL_VS_LAIV_FLU_VACCINE_PBMC_DN	GSE29615_CTRL_VS_LAIV_FLU_VACCINE_PBMC_DN		189	-0.38363227	-1.2635349	0.13356766	0.1362526	0.502	14001	tags=43%, list=33%, signal=65%	
GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_UP	GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_UP		199	-0.39594802	-1.2635132	0.18888889	0.13623524	0.502	11913	tags=40%, list=28%, signal=56%	
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_IL4_STIM_UP	GSE25088_WT_VS_STAT6_KO_MACROPHAGE_IL4_STIM_UP		199	-0.39727724	-1.2635057	0.19172932	0.13621092	0.502	13680	tags=44%, list=32%, signal=64%	
GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY7_DN	GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY7_DN		200	-0.40327856	-1.263292	0.1747212	0.13634571	0.503	16206	tags=54%, list=38%, signal=87%	
GSE3982_EOSINOPHIL_VS_MAC_DN	GSE3982_EOSINOPHIL_VS_MAC_DN		198	-0.38756567	-1.2632685	0.15205725	0.13633095	0.503	15256	tags=48%, list=36%, signal=75%	
GSE10240_CTRL_VS_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP	GSE10240_CTRL_VS_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP		200	-0.3909408	-1.2632401	0.17391305	0.1363189	0.503	12470	tags=41%, list=29%, signal=57%	
E2F1_UP.V1_UP	E2F1_UP.V1_UP		188	-0.40444934	-1.2632319	0.18148148	0.13629162	0.503	15654	tags=49%, list=37%, signal=78%	
GSE20500_CTRL_VS_RETINOIC_ACID_TREATED_CD4_TCELL_UP	GSE20500_CTRL_VS_RETINOIC_ACID_TREATED_CD4_TCELL_UP		200	-0.3947764	-1.2630299	0.18382353	0.13641416	0.503	17457	tags=56%, list=41%, signal=94%	
GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_UP	GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_UP		200	-0.38743418	-1.2630212	0.16725352	0.13638878	0.503	18066	tags=56%, list=43%, signal=96%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING		199	-0.3999228	-1.262965	0.1878453	0.13639516	0.503	13328	tags=43%, list=31%, signal=62%	
GSE35543_IN_VITRO_ITREG_VS_CONVERTED_EX_ITREG_DN	GSE35543_IN_VITRO_ITREG_VS_CONVERTED_EX_ITREG_DN		197	-0.40141118	-1.2629622	0.18994413	0.13636388	0.503	15504	tags=50%, list=37%, signal=79%	
GSE28783_ANTI_MIR33_VS_CTRL_ATHEROSCLEROSIS_MACROPHAGE_UP	GSE28783_ANTI_MIR33_VS_CTRL_ATHEROSCLEROSIS_MACROPHAGE_UP		199	-0.38706657	-1.2628698	0.16062176	0.13640876	0.503	11693	tags=39%, list=28%, signal=54%	
GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_DN	GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_DN		200	-0.39071277	-1.2627367	0.18444847	0.1364794	0.503	16353	tags=52%, list=39%, signal=85%	
GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_UP	GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_UP		200	-0.39420065	-1.2627302	0.1740675	0.1364492	0.503	14754	tags=47%, list=35%, signal=72%	
GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_DN	GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_DN		198	-0.39442268	-1.262614	0.21323529	0.13650802	0.503	15610	tags=48%, list=37%, signal=76%	
GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_DN	GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_DN		200	-0.38199976	-1.2624992	0.14432989	0.13656393	0.503	14566	tags=46%, list=34%, signal=70%	
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_DN	GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_DN		197	-0.40568992	-1.2624973	0.19963703	0.13653347	0.503	18071	tags=62%, list=43%, signal=107%	
GSE28726_ACT_CD4_TCELL_VS_ACT_NKTCELL_DN	GSE28726_ACT_CD4_TCELL_VS_ACT_NKTCELL_DN		199	-0.39220747	-1.2624801	0.2153558	0.13651232	0.503	14705	tags=47%, list=35%, signal=71%	
GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_UP	GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_UP		195	-0.39964598	-1.2624491	0.20260224	0.13649786	0.503	16054	tags=50%, list=38%, signal=81%	
GSE36392_EOSINOPHIL_VS_MAC_IL25_TREATED_LUNG_UP	GSE36392_EOSINOPHIL_VS_MAC_IL25_TREATED_LUNG_UP		200	-0.39945158	-1.2624103	0.1879562	0.13649824	0.503	11350	tags=39%, list=27%, signal=52%	
GSE3720_UNSTIM_VS_PMA_STIM_VD2_GAMMADELTA_TCELL_DN	GSE3720_UNSTIM_VS_PMA_STIM_VD2_GAMMADELTA_TCELL_DN		199	-0.39147022	-1.2622944	0.17391305	0.13656159	0.503	15644	tags=47%, list=37%, signal=75%	
GSE11924_TH1_VS_TH2_CD4_TCELL_DN	GSE11924_TH1_VS_TH2_CD4_TCELL_DN		199	-0.39496145	-1.2621654	0.17518248	0.13663813	0.503	18099	tags=58%, list=43%, signal=101%	
GSE32255_WT_UNSTIM_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_DN	GSE32255_WT_UNSTIM_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_DN		173	-0.39737326	-1.2621387	0.19572954	0.13662814	0.503	15357	tags=51%, list=36%, signal=79%	
GSE12198_LOW_IL2_STIM_NK_CELL_VS_HIGH_IL2_STIM_NK_CELL_UP	GSE12198_LOW_IL2_STIM_NK_CELL_VS_HIGH_IL2_STIM_NK_CELL_UP		200	-0.39800912	-1.2620678	0.20637898	0.13664849	0.503	9307	tags=34%, list=22%, signal=43%	
GSE22282_HYPOXIA_VS_NORMOXIA_MYELOID_DC_UP	GSE22282_HYPOXIA_VS_NORMOXIA_MYELOID_DC_UP		200	-0.39694494	-1.2620221	0.17391305	0.13664843	0.503	9572	tags=34%, list=23%, signal=43%	
GSE12366_GC_VS_NAIVE_BCELL_DN	GSE12366_GC_VS_NAIVE_BCELL_DN		196	-0.40318754	-1.2619456	0.19622642	0.13667516	0.503	9363	tags=34%, list=22%, signal=44%	
GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_UP	GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_UP		200	-0.4037573	-1.2618464	0.21121496	0.13672158	0.503	12604	tags=42%, list=30%, signal=59%	
GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_DN	GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_DN		200	-0.39412308	-1.2617568	0.19823009	0.13676398	0.503	10446	tags=34%, list=25%, signal=45%	
GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN	GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN		198	-0.39489985	-1.261677	0.17830883	0.13680135	0.503	11929	tags=38%, list=28%, signal=52%	
GSE17721_12H_VS_24H_CPG_BMDC_UP	GSE17721_12H_VS_24H_CPG_BMDC_UP		199	-0.40140897	-1.2616533	0.18081181	0.136793	0.503	15535	tags=51%, list=37%, signal=81%	
GSE43955_1H_VS_60H_ACT_CD4_TCELL_UP	GSE43955_1H_VS_60H_ACT_CD4_TCELL_UP		200	-0.38852024	-1.2616297	0.15591398	0.1367764	0.503	9560	tags=35%, list=23%, signal=45%	
GSE32423_IL7_VS_IL7_IL4_NAIVE_CD8_TCELL_UP	GSE32423_IL7_VS_IL7_IL4_NAIVE_CD8_TCELL_UP		199	-0.39799094	-1.2616287	0.19675091	0.13674414	0.503	15639	tags=53%, list=37%, signal=84%	
GSE5463_CTRL_VS_DEXAMETHASONE_TREATED_THYMOCYTE_DN	GSE5463_CTRL_VS_DEXAMETHASONE_TREATED_THYMOCYTE_DN		199	-0.39303422	-1.2614942	0.17837837	0.13683017	0.503	15545	tags=50%, list=37%, signal=78%	
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN	GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN		200	-0.38834396	-1.2614291	0.17204301	0.13684909	0.504	17609	tags=54%, list=42%, signal=91%	
GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_BALBC_UP	GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_BALBC_UP		192	-0.38739532	-1.2614132	0.1696113	0.13682878	0.504	17419	tags=55%, list=41%, signal=92%	
GSE7509_UNSTIM_VS_IFNA_STIM_IMMATURE_DC_UP	GSE7509_UNSTIM_VS_IFNA_STIM_IMMATURE_DC_UP		181	-0.40047354	-1.2612678	0.19675091	0.13700518	0.505	12859	tags=39%, list=30%, signal=55%	
GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_DN	GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_DN		200	-0.40393013	-1.261241	0.20072992	0.13699232	0.505	16501	tags=52%, list=39%, signal=84%	
GSE39820_TGFBETA3_IL6_VS_TGFBETA3_IL6_IL23A_TREATED_CD4_TCELL_UP	GSE39820_TGFBETA3_IL6_VS_TGFBETA3_IL6_IL23A_TREATED_CD4_TCELL_UP		199	-0.39929244	-1.2612137	0.20072332	0.13697888	0.505	12500	tags=41%, list=29%, signal=57%	
GSE11864_CSF1_PAM3CYS_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	GSE11864_CSF1_PAM3CYS_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP		196	-0.3891067	-1.2610372	0.15045871	0.13708074	0.505	13890	tags=45%, list=33%, signal=66%	
